ABV71708.1	ABV71708.1
AIF74216.1	7JOT
AIF74216.1	7L5U
AIF74216.1	QDH44424.1
AIF74216.1	QDH44423.1
AIF74216.1	QDH44307.1
AIF74216.1	UGV24166.1
AIF74216.1	QDH44382.1
AIF74216.1	QDH44381.1
AIF74216.1	QDH44230.1
AIF74216.1	QDH44495.1
AIF74216.1	QDH44150.1
AIF74216.1	QDH44149.1
AIF74216.1	QDH44417.1
AIF74216.1	QDH44223.1
AIF74216.1	QDH44222.1
AIF74216.1	QDH44487.1
AIF74216.1	QDH44541.1
AIF74216.1	QDH44286.1
AIF74216.1	AAZ79674.1
AIF74216.1	7MTW
AIF74216.1	QDH44533.1
AIF74216.1	QDH44091.1
AIF74216.1	QDH44218.1
AIF74216.1	QDH44217.1
AIF74216.1	7LTM
AIF74216.1	QDH44143.1
AIF74216.1	QDH44565.1
AIF74216.1	QDH44564.1
AIF74216.1	6WFU
AIF74216.1	QDH44410.1
AIF74216.1	QDH44368.1
AIF74216.1	QDH44367.1
AIF74216.1	QDH44526.1
AIF74216.1	ACN42939.1
AIF74216.1	7L6I
AIF74216.1	QDH44557.1
AIF74216.1	QDH44403.1
AIF74216.1	3RAA
AIF74216.1	7KFR
AIF74216.1	6V12
AIF74216.1	QDH44356.1
AIF74216.1	6NXE
AIF74216.1	3OAH
AIF74216.1	6JCR
AIF74216.1	5EGC
AIF74216.1	1VU1
AIF74216.1	3SHM
AIF74216.1	CAP58628.1
AIF74216.1	QDH44314.1
AIF74216.1	QDH44313.1
AIF74216.1	7L6B
AIF74216.1	2G8G
AIF74216.1	AYN07234.1
AIF74216.1	7L6F
SCW21038.1	SCW21038.1
SCW21038.1	SCW21039.1
ABL07479.1	ABL07479.1
ABL07479.1	ABL07478.1
ABL07479.1	ABL07471.1
ABL07479.1	ABY62305.1
ABL07479.1	ACI16112.1
ABL07479.1	ABU97156.1
ABL07479.1	AEC48500.1
ABL07479.1	ABU97155.1
ABL07479.1	ABU97146.1
ABL07479.1	ABU97142.1
ABL07479.1	ABU97135.1
ABL07479.1	ABM89512.1
ABL07479.1	CAO91940.1
ABL07479.1	CAO91939.1
ABL07479.1	CAO91938.1
ABL07479.1	CAO91936.1
ABL07479.1	ABY62307.1
ABL07479.1	CAO91935.1
ABL07479.1	CAO91934.1
ABL07479.1	ASA45777.1
ABL07479.1	CAO91933.1
ABL07479.1	CAO91932.1
ABL07479.1	ACI16113.1
ABL07479.1	ACV87298.1
QKE55004.1	QKE55004.1
QKE55004.1	QKE54994.1
DAC81434.1	DAC81434.1
DAC81434.1	QTE04055.1
QHA33818.1	QHA33818.1
AXO67792.2	AXO67792.2
QFU20409.1	QFU20409.1
QFU20409.1	AVL25850.1
QFU20409.1	QFU20411.1
QFU20409.1	QFU20410.1
DAC80335.1	DAC80335.1
QEI22949.1	QEI22949.1
QEI22949.1	QEI22946.1
QEI22949.1	QEI22945.1
QEI22949.1	ADC79763.1
QEI22949.1	ADC79761.1
QEI22949.1	AIY54361.1
QEI22949.1	QLI61630.1
QEI22949.1	QLI61622.1
QEI22949.1	AJF39917.1
QEI22949.1	ADC79732.1
QEI22949.1	ADC79726.1
QEI22949.1	ADC79788.1
QEI22949.1	ADC79780.1
QEI22949.1	BAO01198.1
QEI22949.1	QEQ48697.1
QEI22949.1	BAN82409.1
QEI22949.1	BAN82385.1
QEI22949.1	QJF53648.1
QEI22949.1	ATD84112.1
QEI22949.1	ADB77934.1
QEI22949.1	ACY68185.1
QEI22949.1	ACY68137.1
QEI22949.1	AHA61313.1
QEI22949.1	QJF53647.1
QEI22949.1	ADB77933.1
QEI22949.1	AHA61311.1
QEI22949.1	ADB77932.1
QEI22949.1	ACY68182.1
QEI22949.1	AHA61310.1
QEI22949.1	AZZ86111.1
QEI22949.1	QLI61663.1
QEI22949.1	AZZ86110.1
QEI22949.1	ACY68179.1
QEI22949.1	QLI61655.1
QEI22949.1	QEQ48684.1
QEI22949.1	ACY68178.1
QEI22949.1	AGT20363.1
QEI22949.1	AFB73844.1
QEI22949.1	QEH61058.1
QEI22949.1	QLI61635.1
QEI22949.1	QEH61057.1
QEI22949.1	ACY68175.1
QEI22949.1	AIY54360.1
QEI22949.1	QEH61056.1
QEI22949.1	ACY68174.1
QEI22949.1	QLI61629.1
QEI22949.1	ACY68173.1
QEI22949.1	ACY68172.1
QEI22949.1	ADW15990.1
QEI22949.1	QLI61621.1
QEI22949.1	QEH61053.1
QEI22949.1	AZS54262.1
QEI22949.1	ACY68170.1
QEI22949.1	ADW15989.1
QEI22949.1	UIG55660.1
QEI22949.1	ADW15985.1
QEI22949.1	UIG55658.1
QEI22949.1	QEH61050.1
QEI22949.1	QNH91278.1
QEI22949.1	QEH61046.1
QEI22949.1	UIG55656.1
QEI22949.1	QNH91276.1
QEI22949.1	QEH61044.1
QEI22949.1	AFG17077.1
QEI22949.1	QEH61042.1
QEI22949.1	QJF53683.1
QEI22949.1	QJF53680.1
QEI22949.1	QEQ48716.1
QEI22949.1	ASW21299.1
QEI22949.1	QJF53676.1
QEI22949.1	ASW21298.1
QEI22949.1	QJF53672.1
QEI22949.1	QLI61763.1
QEI22949.1	QJF53663.1
QEI22949.1	AEO37348.1
QEI22949.1	QJF53661.1
QEI22949.1	QEQ48706.1
QEI22949.1	AND83053.1
QEI22949.1	QJF53660.1
QEI22949.1	ASW21293.1
QEI22949.1	AEO37346.1
QEI22949.1	AND83052.1
QEI22949.1	AND83051.1
QEI22949.1	AFB73843.1
QEI22949.1	QJF53655.1
QEI22949.1	ATD84114.1
QEI22949.1	AFB73841.1
QEI22949.1	QJF53654.1
QEI22949.1	QEQ48701.1
QEI22949.1	QEI22963.1
QEI22949.1	AHA61318.1
QEI22949.1	AHA61317.1
QEI22949.1	AFH58894.1
QEI22949.1	QJF53652.1
QEI22949.1	QEI22948.1
QEI22949.1	ADB77937.1
QEI22949.1	ACY68187.1
QEI22949.1	AHA61316.1
QEI22949.1	QJF53650.1
QEI22949.1	QEI22947.1
QEI22949.1	ACY68186.1
QEI22949.1	AHA61315.1
QEI22949.1	BAN82379.1
QEI22949.1	QLI61636.1
QEI22949.1	QLI61664.1
QEI22949.1	ADC79753.1
QEI22949.1	ATD84115.1
QEI22949.1	AEC48445.1
QEI22949.1	ACY68184.1
QEI22949.1	ACY68177.1
QEI22949.1	AND83055.1
QEI22949.1	QJF53653.1
QEI22949.1	AEO37347.1
QEI22949.1	ASW21297.1
QEI22949.1	AND83056.1
QEI22949.1	QIC35021.1
QEI22949.1	ADC79743.1
QEI22949.1	BAO03804.1
QEI22949.1	ADC79720.1
QEI22949.1	ADC79719.1
QEI22949.1	ADC79718.1
QEI22949.1	QIC35019.1
QEI22949.1	BAN82414.1
QEI22949.1	BAN82415.1
QEI22949.1	BAO03802.1
QEI22949.1	ADB77938.1
QEI22949.1	ADW16014.1
QEI22949.1	QEQ48691.1
QEI22949.1	ACY68136.1
QEI22949.1	ADW16012.1
QEI22949.1	QEQ48689.1
QEI22949.1	ACY68134.1
QEI22949.1	AIW81574.1
QEI22949.1	ADW16004.1
QEI22949.1	QVU02278.1
QEI22949.1	ACY68133.1
QEI22949.1	AHA61304.1
QEI22949.1	ADW16003.1
QEI22949.1	ACY68132.1
QEI22949.1	AGI37683.1
QEI22949.1	AHA61303.1
QEI22949.1	ADW16002.1
QEI22949.1	ACY68131.1
QEI22949.1	AHA61302.1
QEI22949.1	QTW97900.1
QEI22949.1	ACY68127.1
QEI22949.1	AHA61293.1
QEI22949.1	QTW97899.1
QEI22949.1	QEQ48731.1
QEI22949.1	AHA61288.1
QEI22949.1	QTW97898.1
QEI22949.1	QEQ48729.1
QEI22949.1	ADW15995.1
QEI22949.1	QEQ48727.1
QEI22949.1	ACY68169.1
QEI22949.1	ACY68168.1
QEI22949.1	AFH58946.1
QEI22949.1	QEQ48723.1
QEI22949.1	ACY68167.1
QEI22949.1	ADW15984.1
QEI22949.1	UIG55657.1
QEI22949.1	QLI61807.1
QEI22949.1	QEQ48722.1
QEI22949.1	ACY68166.1
QEI22949.1	ADW15983.1
QEI22949.1	ACY68164.1
QEI22949.1	UIG55652.1
QEI22949.1	QJF53712.1
QEI22949.1	UIG55649.1
QEI22949.1	QLI61781.1
QEI22949.1	ACY68160.1
QEI22949.1	UIG55648.1
QEI22949.1	ACY68159.1
QEI22949.1	AIY54456.1
QEI22949.1	QJF53679.1
QEI22949.1	QLI61779.1
QEI22949.1	QEQ48714.1
QEI22949.1	ACY68158.1
QEI22949.1	QEQ48713.1
QEI22949.1	ACY68157.1
QEI22949.1	QEQ48709.1
QEI22949.1	ACY68156.1
QEI22949.1	QEQ48707.1
QEI22949.1	ASW21296.1
QEI22949.1	AOH73515.1
QEI22949.1	ACY68152.1
QEI22949.1	QLI61759.1
QEI22949.1	ACY68149.1
QEI22949.1	AFC91646.1
QEI22949.1	QLI61747.1
QEI22949.1	ACY68147.1
QEI22949.1	AFC91645.1
QEI22949.1	QJF53659.1
QEI22949.1	AEO37343.1
QEI22949.1	ACY68146.1
QEI22949.1	AOH73509.1
QEI22949.1	AEO37342.1
QEI22949.1	ACY68145.1
QEI22949.1	AND83050.1
QEI22949.1	AEO37341.1
QEI22949.1	ACY68142.1
QEI22949.1	AND83048.1
QEI22949.1	QEQ48700.1
QEI22949.1	ACY68141.1
QEI22949.1	ADW16021.1
QEI22949.1	ATD84105.1
QEI22949.1	ACY68139.1
QEI22949.1	ADW16019.1
QEI22949.1	ATD84098.1
QEI22949.1	ADB77935.1
QEI22949.1	ACY68138.1
QEI22949.1	ADW16015.1
QEI22949.1	QNH91270.1
QEI22949.1	QNH91271.1
QEI22949.1	AFH58926.1
QEI22949.1	ADC79727.1
QEI22949.1	AHN52161.1
QEI22949.1	AHN52206.1
QEI22949.1	AFI43903.1
QEI22949.1	AWF73628.1
QEI22949.1	AHN52194.1
QEI22949.1	AJA37478.1
QEI22949.1	AKL72238.1
QEI22949.1	AJA37475.1
QEI22949.1	AHN52183.1
QEI22949.1	AHN52221.1
QEI22949.1	BAO03793.1
QEI22949.1	AHN52219.1
QEI22949.1	BAN82422.1
QEI22949.1	AHN52215.1
QEI22949.1	AHN52214.1
QEI22949.1	AHN52170.1
QEI22949.1	AHN52168.1
QEI22949.1	ADC79791.1
QEI22949.1	ADC79781.1
QEI22949.1	AFH58947.1
QEI22949.1	ADC79721.1
QEI22949.1	ADC79819.1
QEI22949.1	ADC79818.1
QEI22949.1	ADC79764.1
QEI22949.1	ADC79817.1
QEI22949.1	ADC79765.1
QEI22949.1	ADC79815.1
QEI22949.1	ADC79749.1
QEI22949.1	ADC79747.1
QEI22949.1	ADC79806.1
QEI22949.1	ADC79801.1
QEI22949.1	ADC79793.1
QEI22949.1	ADC79735.1
QEI22949.1	ADC79778.1
QEI22949.1	ADC79776.1
QEI22949.1	ADC79773.1
QEI22949.1	ADC79771.1
QEI22949.1	ADC79814.1
QEI22949.1	ADC79758.1
QEI22949.1	AIW81567.1
QEI22949.1	QEH61062.1
QEI22949.1	ASW21295.1
QEI22949.1	ADC79812.1
QEI22949.1	ADC79756.1
QEI22949.1	ADC79811.1
QEI22949.1	ADC79810.1
QEI22949.1	ADC79752.1
QEI22949.1	ADC79808.1
QEI22949.1	AFI43905.1
QEI22949.1	ADC79807.1
QEI22949.1	QLI61808.1
QEI22949.1	QNH91279.1
QEI22949.1	AIY54457.1
QEI22949.1	QLI61780.1
QEI22949.1	QLI61764.1
QEI22949.1	QLI61760.1
QEI22949.1	ADC79746.1
QEI22949.1	ADC79742.1
QEI22949.1	ADC79799.1
QEI22949.1	ADC79798.1
QEI22949.1	ADC79736.1
QEI22949.1	ACY68181.1
QEI22949.1	QLI61804.1
QEI22949.1	QLI61803.1
QEI22949.1	ADC79792.1
QEI22949.1	ADC79790.1
QEI22949.1	ADC79725.1
QEI22949.1	ADC79741.1
QEI22949.1	ADC79724.1
QEI22949.1	AHE80882.1
QEI22949.1	AHE80883.1
QEI22949.1	AEC48447.1
QEI22949.1	ADC79785.1
QEI22949.1	ADC79782.1
QEI22949.1	BAO03803.1
QEI22949.1	ADC79717.1
QEI22949.1	ADC79787.1
QEI22949.1	BAO03792.1
QEI22949.1	BAO01200.1
QEI22949.1	ADC79774.1
QEI22949.1	QIC35020.1
QEI22949.1	ADC79772.1
QEI22949.1	ALL27058.1
QEI22949.1	QIC35018.1
QEI22949.1	QEH61052.1
QEI22949.1	ALL27057.1
QEI22949.1	ACY68161.1
QEI22949.1	ADC79820.1
QEI22949.1	ADC79770.1
QEI22949.1	AIY54407.1
QEI22949.1	AJF39929.1
QEI22949.1	AJF39923.1
QEI22949.1	AJF39915.1
QEI22949.1	AIY54367.1
QEI22949.1	AJF39847.1
QEI22949.1	AJF39913.1
QEI22949.1	AJF39885.1
QEI22949.1	AJF39927.1
QEI22949.1	AIY54363.1
QEI22949.1	AIY54362.1
QEI22949.1	AJF39925.1
QEI22949.1	AJF39801.1
QEI22949.1	AIY54467.1
QEI22949.1	AIY54465.1
QEI22949.1	AIY54461.1
QEI22949.1	AIY54459.1
QEI22949.1	AIY54427.1
QEI22949.1	AIY54415.1
QEI22949.1	AZZ86088.1
QEI22949.1	AJF39905.1
QEI22949.1	AJF39901.1
QEI22949.1	AJF39861.1
QEI22949.1	QEQ48718.1
QEI22949.1	AGV92865.1
QEI22949.1	AIY54413.1
QEI22949.1	AIY54395.1
QEI22949.1	AJF39887.1
QEI22949.1	AJF39853.1
QEI22949.1	AJF39852.1
QEI22949.1	AJF39903.1
QEI22949.1	AIY54409.1
QEI22949.1	QLI61740.1
QEI22949.1	QLI61742.1
QEI22949.1	AJF39879.1
QEI22949.1	QLI61736.1
QEI22949.1	QLI61735.1
QEI22949.1	AIY54399.1
QEI22949.1	AEO37334.1
QEI22949.1	AEO37268.1
QEI22949.1	ALL27054.1
QEI22949.1	ASW21282.1
QEI22949.1	AFH58835.1
QEI22949.1	ADW15997.1
QEI22949.1	AEO37317.1
QEI22949.1	AEO37245.1
QEI22949.1	AZZ86096.1
QEI22949.1	AVD50411.1
QEI22949.1	AZZ86085.1
QEI22949.1	AVD50407.1
QEI22949.1	AZZ86083.1
QEI22949.1	AVD50404.1
QEI22949.1	AVD50401.1
QEI22949.1	AZZ86078.1
QEI22949.1	AZZ86075.1
QEI22949.1	AFH58903.1
QEI22949.1	AFF61376.1
QEI22949.1	AEO37271.1
QEI22949.1	AGT20381.1
QEI22949.1	AFH58890.1
QEI22949.1	ASW21285.1
QEI22949.1	AEO37324.1
QEI22949.1	ADW15998.1
QEI22949.1	AFH58817.1
QEI22949.1	AEO37316.1
QEI22949.1	AEO37237.1
QEI22949.1	AEO37308.1
QEI22949.1	AFH58813.1
QEI22949.1	AFG17076.1
QEI22949.1	QVU02285.1
QEI22949.1	QLI61711.1
QEI22949.1	ASW21284.1
QEI22949.1	AOH73487.1
QEI22949.1	AEO37331.1
QEI22949.1	AJF39860.1
QEI22949.1	AFH58884.1
QEI22949.1	AFB73834.1
QEI22949.1	QVU02283.1
QEI22949.1	QLI61703.1
QEI22949.1	ASW21283.1
QEI22949.1	AEO37327.1
QEI22949.1	AEO37264.1
QEI22949.1	AIY54394.1
QEI22949.1	AFH58874.1
QEI22949.1	QVU02279.1
QEI22949.1	QLI61669.1
QEI22949.1	QEH61063.1
QEI22949.1	AEO37326.1
QEI22949.1	AEO37263.1
QEI22949.1	ALL27053.1
QEI22949.1	AFH58860.1
QEI22949.1	QEQ48687.1
QEI22949.1	ASW21281.1
QEI22949.1	AEO37325.1
QEI22949.1	AEO37260.1
QEI22949.1	AJF39928.1
QEI22949.1	AIY54366.1
QEI22949.1	AIW81572.1
QEI22949.1	AFH58854.1
QEI22949.1	QEQ48686.1
QEI22949.1	QEH61061.1
QEI22949.1	AEO37259.1
QEI22949.1	AJF39846.1
QEI22949.1	AFH58849.1
QEI22949.1	QEQ48733.1
QEI22949.1	AZZ86108.1
QEI22949.1	QEH61060.1
QEI22949.1	AEO37323.1
QEI22949.1	AEO37258.1
QEI22949.1	AJF39926.1
QEI22949.1	AJF39830.1
QEI22949.1	AFH58845.1
QEI22949.1	ADW15999.1
QEI22949.1	QEQ48732.1
QEI22949.1	AZZ86105.1
QEI22949.1	AEO37322.1
QEI22949.1	AEO37257.1
QEI22949.1	AFH58841.1
QEI22949.1	AZZ86103.1
QEI22949.1	AEO37320.1
QEI22949.1	AEO37255.1
QEI22949.1	AJF39924.1
QEI22949.1	AJF39818.1
QEI22949.1	AFH58955.1
QEI22949.1	QJF53786.1
QEI22949.1	QEQ48730.1
QEI22949.1	AZZ86102.1
QEI22949.1	AEO37318.1
QEI22949.1	AEO37254.1
QEI22949.1	AFH58833.1
QEI22949.1	ADW15996.1
QEI22949.1	QJF53784.1
QEI22949.1	AZZ86101.1
QEI22949.1	QEH61055.1
QEI22949.1	AEO37248.1
QEI22949.1	AJF39800.1
QEI22949.1	AFH58951.1
QEI22949.1	AFH58831.1
QEI22949.1	QJF53768.1
QEI22949.1	QEQ48728.1
QEI22949.1	AZZ86100.1
QEI22949.1	QEH61054.1
QEI22949.1	AEO37247.1
QEI22949.1	AFH58949.1
QEI22949.1	AFH58829.1
QEI22949.1	QJF53759.1
QEI22949.1	AZZ86099.1
QEI22949.1	AEO37314.1
QEI22949.1	AFH58948.1
QEI22949.1	QJF53755.1
QEI22949.1	QEQ48725.1
QEI22949.1	AZS54261.1
QEI22949.1	AEO37313.1
QEI22949.1	AEO37243.1
QEI22949.1	AFH58815.1
QEI22949.1	ADW15986.1
QEI22949.1	QJF53744.1
QEI22949.1	QEQ48724.1
QEI22949.1	QEH61051.1
QEI22949.1	AZS54251.1
QEI22949.1	AEO37312.1
QEI22949.1	AEO37238.1
QEI22949.1	AJF39914.1
QEI22949.1	QJF53742.1
QEI22949.1	AZZ86095.1
QEI22949.1	AZS54250.1
QEI22949.1	AEO37309.1
QEI22949.1	AFH58945.1
QEI22949.1	AFH58812.1
QEI22949.1	QJF53727.1
QEI22949.1	AZZ86092.1
QEI22949.1	AZS54243.1
QEI22949.1	AEO37235.1
QEI22949.1	AJF39912.1
QEI22949.1	AFH58942.1
QEI22949.1	AFH58811.1
QEI22949.1	QJF53718.1
QEI22949.1	QEQ48720.1
QEI22949.1	AZS54223.1
QEI22949.1	AEO37304.1
QEI22949.1	AEO37234.1
QEI22949.1	AIY54460.1
QEI22949.1	AFH58936.1
QEI22949.1	AEO37302.1
QEI22949.1	AEO37231.1
QEI22949.1	AJF39904.1
QEI22949.1	AFH58930.1
QEI22949.1	QEQ48717.1
QEI22949.1	AEO37301.1
QEI22949.1	AEO37227.1
QEI22949.1	AFH58929.1
QEI22949.1	AZZ86082.1
QEI22949.1	AEO37226.1
QEI22949.1	AJF39902.1
QEI22949.1	UIG55645.1
QEI22949.1	AZZ86081.1
QEI22949.1	AEO37291.1
QEI22949.1	AEO37225.1
QEI22949.1	AFH58923.1
QEI22949.1	UIG55641.1
QEI22949.1	AZZ86080.1
QEI22949.1	AEO37287.1
QEI22949.1	AEO37224.1
QEI22949.1	AJF39900.1
QEI22949.1	AIY54426.1
QEI22949.1	UIG55640.1
QEI22949.1	AZZ86079.1
QEI22949.1	AOH73516.1
QEI22949.1	AEO37220.1
QEI22949.1	AJF39898.1
QEI22949.1	AGT20390.1
QEI22949.1	AFS68741.1
QEI22949.1	AFH58915.1
QEI22949.1	AEO37279.1
QEI22949.1	AGT20388.1
QEI22949.1	AIY54414.1
QEI22949.1	AHA61335.1
QEI22949.1	AFS68740.1
QEI22949.1	AFH58911.1
QEI22949.1	AZZ86076.1
QEI22949.1	AOH73514.1
QEI22949.1	AEO37278.1
QEI22949.1	AEO37214.1
QEI22949.1	AJF39896.1
QEI22949.1	AGT20386.1
QEI22949.1	AHA61325.1
QEI22949.1	AFV74967.1
QEI22949.1	AFS68738.1
QEI22949.1	AFH58904.1
QEI22949.1	QEQ48705.1
QEI22949.1	AOH73513.1
QEI22949.1	AEO37276.1
QEI22949.1	AEO37213.1
QEI22949.1	AGT20385.1
QEI22949.1	AIY54412.1
QEI22949.1	AHA61323.1
QEI22949.1	BAO01201.1
QEI22949.1	AFS68725.1
QEI22949.1	QEQ48704.1
QEI22949.1	ASW21291.1
QEI22949.1	AOH73510.1
QEI22949.1	AEO37275.1
QEI22949.1	AEO37209.1
QEI22949.1	ACY68191.1
QEI22949.1	AJF39886.1
QEI22949.1	AGT20384.1
QEI22949.1	AHA61322.1
QEI22949.1	AFS68724.1
QEI22949.1	AFH58902.1
QEI22949.1	QLI61741.1
QEI22949.1	QEQ48702.1
QEI22949.1	QEI22964.1
QEI22949.1	ASW21290.1
QEI22949.1	AEO37273.1
QEI22949.1	ACY68190.1
QEI22949.1	AGT20383.1
QEI22949.1	AIY54408.1
QEI22949.1	AHA61321.1
QEI22949.1	BAO01199.1
QEI22949.1	AFS68723.1
QEI22949.1	AFH58899.1
QEI22949.1	ASW21289.1
QEI22949.1	AOH73508.1
QEI22949.1	AEO37272.1
QEI22949.1	AEO37440.1
QEI22949.1	ACY68189.1
QEI22949.1	AJF39884.1
QEI22949.1	AFS68714.1
QEI22949.1	AFH58896.1
QEI22949.1	AFB73838.1
QEI22949.1	QLI61739.1
QEI22949.1	ATD84111.1
QEI22949.1	ASW21288.1
QEI22949.1	AOH73498.1
QEI22949.1	AEO37434.1
QEI22949.1	ACY68188.1
QEI22949.1	AIY54406.1
QEI22949.1	BAO01197.1
QEI22949.1	AFS68711.1
QEI22949.1	AFB73837.1
QEI22949.1	AFF61375.1
QEI22949.1	QVU02287.1
QEI22949.1	ASW21286.1
QEI22949.1	AOH73495.1
QEI22949.1	AEO37270.1
QEI22949.1	AJF39878.1
QEI22949.1	AFB73836.1
QEI22949.1	AFF61373.1
QEI22949.1	QVU02286.1
QEI22949.1	QEQ48695.1
QEI22949.1	AOH73491.1
QEI22949.1	AEO37332.1
QEI22949.1	AEO37269.1
QEI22949.1	AEO37431.1
QEI22949.1	AGT20379.1
QEI22949.1	AIY54398.1
QEI22949.1	AFH58888.1
QEI22949.1	AFB73835.1
QEI22949.1	AEO37292.1
QEI22949.1	AFH58918.1
QEI22949.1	AEO37281.1
QEI22949.1	AEO37218.1
QEI22949.1	AEO37441.1
QEI22949.1	AEO37335.1
QEI22949.1	AEO37433.1
QBA84755.1	QBA84755.1
QBA84626.1	QBA84626.1
QBA84478.1	QBA84478.1
QBA84478.1	QBA84521.1
QBA84478.1	QBA84542.1
QCH41364.1	QCH41364.1
AIU47682.1	AIU47682.1
AIT76250.1	AIT76250.1
AIT76250.1	AIT76252.1
AIT76250.1	AIT76251.1
AIG15534.1	AIG15534.1
AHI45156.1	AHI45156.1
AHI45156.1	ANN12653.1
AHI45156.1	AHI45155.1
AGT36589.1	AGT36589.1
AGT36589.1	QBA84458.1
AGT36589.1	ACD45684.1
AGT36589.1	AZR43665.1
AGT36589.1	AZR43677.1
AGT36589.1	AZR43669.1
AGT36589.1	AZA08071.1
AGT36589.1	AZA08067.1
AGT36589.1	AZA08059.1
AGT36589.1	AZA08054.1
AGT36589.1	AZA08049.1
AGT36589.1	AIX11954.1
AGT36589.1	AYN72223.1
AGT36589.1	AIG59943.1
AGT36589.1	AIG59931.1
AGT36589.1	AIG59927.1
AGT36589.1	QBQ84352.1
AGT36589.1	AIZ65650.1
AGT36589.1	AIZ65651.1
AGT36589.1	ATY47690.1
AGT36589.1	AVR53776.1
AGO03760.1	AGO03760.1
AGO03760.1	AGO03762.1
AGO03760.1	AGO03761.1
AGK90262.1	AGK90262.1
AGK90262.1	YP_006355433.1
AGK90262.1	QFF92067.1
AGK90262.1	QFF91987.1
AGK90262.1	QFF91977.1
AGK90262.1	QFF92052.1
AGK90262.1	QFF91967.1
AGK90262.1	QFF92047.1
AGK90262.1	QFF92042.1
AGK90262.1	QWT69371.1
AGK90262.1	QFF92027.1
AGK90262.1	QFF91852.1
AGK90262.1	QFF92022.1
ABU24353.1	ABU24353.1
AFH02733.1	AFH02733.1
AFH02733.1	ALF05517.1
AFH02733.1	AFH02734.1
QKT21527.1	QKT21527.1
QKT21527.1	QKT21509.1
QKT21527.1	QKT21490.1
QKT21527.1	QKT21488.1
QKT21527.1	QKT21524.1
QKT21527.1	QKT21507.1
QTZ83169.1	QTZ83169.1
QTZ83169.1	QVW56792.1
QTZ83169.1	QTZ83175.1
QTE18645.1	QTE18645.1
QTE03810.1	QTE03810.1
QTE03778.1	QTE03778.1
QRN75582.1	QRN75582.1
QRN75582.1	QBA84516.1
QRK03699.1	QRK03699.1
QRK03699.1	QFX66145.1
QRK03699.1	QLM06159.1
QRK03699.1	QLM06162.1
QRK03699.1	QHB35437.1
QRK03699.1	QJU69685.1
QRK03699.1	YP_009553676.1
QRK03699.1	YP_009553674.1
QQO81445.1	QQO81445.1
QOI91101.1	QOI91101.1
QNB17829.1	QNB17829.1
QMI57785.1	QMI57785.1
QMI57785.1	QMI57950.1
QKK82935.1	QKK82935.1
QJI53773.1	QJI53773.1
QJI53773.1	QJI53853.1
QJI53773.1	QJI53848.1
QJI53773.1	QTZ83151.1
AOS51058.1	AOS51058.1
AOS51058.1	AOS51059.1
QJD23021.1	QJD23021.1
QID99050.1	QID99050.1
QID99050.1	QID99057.1
QID99050.1	QID99051.1
QHA33817.1	QHA33817.1
QFU20250.1	QFU20250.1
QFU20250.1	QCG74766.1
QFU20250.1	QGL04339.1
QFU20250.1	QGL04333.1
QFU20250.1	QGL04332.1
QFU20250.1	QGL04331.1
QFU20250.1	QGL04330.1
QFU20250.1	QCQ29162.1
QFU20250.1	QGL04338.1
QFU20250.1	QGL04337.1
QFU20250.1	QGL04336.1
QFU20250.1	QGL04335.1
QFU20250.1	QGL04334.1
QBA84847.1	QBA84847.1
QBA84847.1	QBA84854.1
QBA84752.1	QBA84752.1
QBA84671.1	QBA84671.1
QBA84623.1	QBA84623.1
QBA84623.1	QBA84612.1
QBA84623.1	AEB71393.1
QBA84623.1	QBA84643.1
QBA84623.1	QBA84640.1
QBA84623.1	QBA84634.1
QBA84623.1	QBA84685.1
QBA84251.1	QBA84251.1
QBA84251.1	QBA84328.1
QCY71600.1	QCY71600.1
QCY71600.1	QCY71599.1
QCY71600.1	QCY71598.1
QCY71600.1	QCY71597.1
QCY71600.1	QCY71596.1
QCY71600.1	QCY71595.1
QCY71600.1	QEO33326.1
QCY71600.1	QCY71582.1
QCY71600.1	QEO33325.1
QCY71600.1	QEO33324.1
QCY71600.1	QEO33322.1
QCY71600.1	QEO33321.1
QCY71600.1	QEO33320.1
QCY71600.1	QEO33319.1
QCY71600.1	QEO33317.1
QCY71600.1	QEO33314.1
QCY71600.1	QEO33313.1
QBQ18401.1	QBQ18401.1
QBQ18401.1	QBQ18400.1
QBQ18401.1	QBQ18408.1
QBQ18401.1	QBQ18407.1
QBQ18401.1	QBQ18406.1
QBQ18401.1	QBQ18405.1
QBQ18401.1	QBQ18404.1
QBQ18401.1	QBQ18403.1
AYV97583.1	AYV97583.1
AYN07242.1	AYN07242.1
AYA60337.1	AYA60337.1
AXN75478.1	AXN75478.1
AXN75478.1	AXN75474.1
AXN75478.1	AXN75470.1
AXN75478.1	AXN75516.1
AXN75478.1	AXN75502.1
AXN75478.1	AXN75496.1
AXN75478.1	AXN75488.1
AXN75478.1	AXN75484.1
AXN75478.1	AXN75482.1
AXN75478.1	AXN75514.1
AXN75478.1	AXN75512.1
AXN75478.1	AXN75498.1
AXN75478.1	AXN75490.1
NP_051019.1	NP_051019.1
ATY36112.1	ATY36112.1
YP_009507376.1	YP_009507376.1
YP_009507343.1	YP_009507343.1
YP_009507343.1	AID57430.1
YP_009507343.1	AID57425.1
YP_009507343.1	AID57420.1
YP_009507343.1	YP_009110761.1
YP_009507343.1	QOI91162.1
YP_009507343.1	QOI91152.1
